weapon,x,y,dmg,dmg_type 
bomb,48.307651226423495,75.4612676313892,266,fire
magic,31.396637230107217,67.09148288231611,145,lightning
rifle,73.21220350440244,58.41857620165305,10,poison
magic,24.691952487969694,29.64582825538389,198,thunder
arrow,83.30763263554589,53.62718112818173,116,poison
arrow,15.703209007593644,38.91180859239839,147,acid
arrow,24.991384878994428,84.87379969087993,243,thunder
arrow,12.165964737814027,11.772991299188728,59,fire
arrow,43.02551567197121,58.03580896077876,62,acid
magic,96.49370926078072,74.8188203543501,253,poison
bomb,42.937892377300045,70.50121184108896,50,acid
magic,40.56940829258193,39.56480864042565,292,acid
rifle,87.31853065922512,76.13341024439315,130,thunder
bomb,72.29915600307719,25.54151888058559,105,cold
magic,29.80360268536807,28.181268159746853,292,lightning
bomb,36.76772282290492,63.28671089527131,93,fire
arrow,36.13766190702589,31.793604364280448,305,lightning
arrow,29.348286596473127,72.98233226355386,157,thunder
rifle,18.844438556756394,81.18486923092577,259,fire
rifle,43.31844548877185,55.41137082952624,287,acid
magic,56.95315775407119,73.23194773581102,269,acid
rifle,98.63366368092386,26.78322916639836,146,cold
magic,82.63887830696285,44.592199571949344,102,thunder
arrow,20.27816209203468,87.8825416522805,143,lightning
arrow,58.737943302309624,94.07193373614207,97,lightning
rifle,72.7797717956132,1.1018589687329605,240,acid
rifle,35.72893686413061,96.12981389105302,309,acid
arrow,91.5560658623368,32.73387042017125,151,acid
bomb,35.7627832567494,72.29003522563195,333,fire
arrow,45.48166206846042,29.101250321727523,72,fire
bomb,39.04084838457118,2.9124100118191,323,thunder
magic,15.058045013090027,73.83738726420597,69,poison
arrow,2.452562625420951,70.12069620947887,241,poison
arrow,40.111043583386255,10.559566446408585,343,thunder
bomb,36.06832962655646,74.24033753022167,34,acid
arrow,5.4789781963342055,53.830577900565466,15,lightning
arrow,90.68960610059527,61.69051358798748,121,cold
magic,28.53282123460715,65.41480324158658,107,thunder
arrow,69.10678546596785,38.99926472491241,265,lightning
magic,76.20948102169767,84.7150641726572,180,poison
rifle,90.35928602926107,72.53958309103896,255,poison
bomb,18.317275047152947,71.42003691824914,123,thunder
arrow,18.594968925498133,87.58624084581841,134,poison
arrow,38.94035301841235,86.97809193871133,157,fire
rifle,73.00487033901402,25.832839824273623,197,thunder
magic,69.29300111314728,86.22833108172033,208,lightning
arrow,29.646244600570558,26.806302616651976,324,thunder
bomb,21.162110408275424,47.85448621998364,278,cold
rifle,86.10250742042301,17.33216782609429,122,fire
rifle,6.912364643994384,1.8492110611807666,56,lightning
magic,42.992558035568464,0.007324819149601147,32,thunder
magic,60.99804037804103,23.189648895019744,316,thunder
arrow,33.29145974176673,70.58845648924549,52,lightning
magic,13.35930652545223,26.425899725253966,215,cold
arrow,92.06991349755735,40.17862062360934,42,poison
magic,1.159014001902825,60.378032899727344,68,fire
rifle,46.22154559966045,87.29786193868212,35,cold
bomb,71.67950319427716,37.66829137469282,311,fire
magic,13.916911720329727,43.47833894302023,241,thunder
bomb,45.41597365991281,91.45435841228795,310,acid
arrow,18.958580886154753,30.69344548847117,80,cold
bomb,90.1903967024044,37.24563244766267,145,poison
rifle,24.95179423688899,86.05637412916111,153,cold
arrow,19.920745170358465,64.32775777203818,20,lightning
arrow,2.4293303907406028,25.969420131106368,300,acid
bomb,51.188210031587666,67.08334517780908,198,fire
arrow,81.19888701137697,9.188860630549279,102,acid
magic,67.40006420616344,44.627889608748525,283,cold
arrow,65.54848562363323,47.6202413578754,17,lightning
arrow,34.94986159450547,23.46029661626543,65,acid
magic,47.9828187948449,35.1354499204185,166,acid
magic,87.24811500097798,4.123286089610101,155,fire
rifle,64.23485762363612,47.8027507534159,11,acid
rifle,0.34815572216414514,6.5121160293715725,245,cold
bomb,43.18876600590418,43.48394803624167,223,cold
bomb,59.0023909534359,19.272061534907735,82,acid
rifle,16.012709327092743,61.90076700933933,103,thunder
arrow,93.76052628726563,1.0825037536756565,172,cold
bomb,34.5212671985802,0.47836619250634094,138,thunder
magic,47.42480676893648,98.25257087544502,26,thunder
magic,73.60383620519121,29.731341519717535,333,lightning
rifle,99.24055356703178,35.72205287992234,201,fire
rifle,48.17073586261335,34.56664870931322,77,lightning
bomb,5.160098632581434,59.00998907515995,134,cold
rifle,72.29488391862233,79.41347946862226,179,fire
bomb,66.27122939408898,4.30069692501156,70,cold
bomb,3.3283794122004107,46.38808102800925,192,lightning
rifle,9.402227922489537,48.31760131463187,133,cold
bomb,47.09983704342942,68.85004037296154,124,thunder
arrow,44.14556536383045,61.838980415593085,238,thunder
rifle,75.74595037007448,45.58929970018225,93,lightning
magic,13.973839712940528,41.12792908226862,235,fire
arrow,7.856203673139916,36.31846180863623,84,acid
arrow,53.111355797334504,82.37813979845231,47,lightning
arrow,94.37203070094465,2.199636940439509,88,fire
rifle,53.87206441604836,55.62544657146308,72,fire
rifle,75.78711776785525,44.5861640209907,228,thunder
bomb,85.30143402814517,78.87590180436695,132,poison
bomb,22.827547778661216,40.970353723154886,81,acid
arrow,26.611838083088024,82.96836839654658,180,thunder
magic,11.45428601409747,54.476872662761025,4,cold
arrow,14.45256800576532,2.884208380064468,234,poison
magic,88.32514367654656,30.18091410910856,304,acid
magic,80.03632725681352,9.243349581787774,211,cold
arrow,58.80975383923261,24.086754135304933,142,cold
rifle,80.75246053255154,88.18721627135935,321,fire
bomb,40.84727129216863,17.545669517588536,122,thunder
bomb,51.76565577084574,79.70157975227563,165,lightning
bomb,76.76411700264829,24.743840985424125,111,lightning
magic,83.81611015397567,10.810797052945542,272,poison
arrow,89.23206321551265,68.72308524120284,267,lightning
rifle,11.143288393511853,74.12282444366434,147,fire
arrow,33.63412182937711,53.67287096669521,7,acid
arrow,90.07105609930244,55.47626748060591,254,poison
bomb,92.77193553148435,62.54290016218037,176,acid
magic,2.8051673300057534,70.4931027899146,299,fire
magic,70.49234677953493,39.75271481766512,42,fire
bomb,92.40787688859534,19.20664837020275,148,poison
rifle,53.425766722539095,62.96545436975438,294,thunder
arrow,43.62583610779076,57.64057183967055,101,poison
arrow,24.210568814533705,44.49370943412283,320,acid
rifle,29.502264191372507,40.19020069851559,332,acid
rifle,75.32756995406959,8.452911757647863,325,thunder
bomb,83.40126479450515,35.32245642270716,228,cold
arrow,98.18928962255444,76.20338849711683,223,poison
rifle,91.76024440520854,18.082860299986958,10,lightning
magic,35.514611676833866,90.52447962483726,194,acid
magic,64.63274959969213,56.99976533671867,146,thunder
rifle,98.54379573621598,5.818774664885806,236,poison
arrow,40.30207644161546,38.68806744829598,114,thunder
bomb,8.291125755089968,33.8106325862052,148,lightning
arrow,50.71296151759594,36.86814962385528,323,thunder
arrow,4.27928789242552,47.08623365900033,227,acid
bomb,75.81866785507998,49.199852972579485,229,thunder
bomb,72.47995412141415,19.004973673215154,15,poison
bomb,72.13168657640435,54.23015618407757,139,lightning
arrow,42.75287384361397,19.386936704481005,295,lightning
magic,46.389010064141324,79.02760049374106,316,thunder
bomb,19.616729012424173,99.7887660035062,215,thunder
magic,36.63215435259806,44.648732485662855,212,poison
bomb,80.34065696834003,38.05766752343291,123,poison
magic,6.380903969029217,91.09139655380987,247,thunder
bomb,40.6055707103946,73.82909659932952,308,lightning
bomb,4.304758337219972,58.3425759961417,44,acid
rifle,39.49408688614038,55.27216705334759,183,thunder
rifle,53.250499243576336,57.90050569122944,188,poison
rifle,41.40129561501706,30.805162277775324,27,lightning
rifle,85.04502964022497,64.9009160484794,35,fire
bomb,40.82730996313112,28.594887952257952,144,poison
arrow,36.7898628785021,16.013397159660204,33,lightning
arrow,7.786290398474915,84.916467912061,210,acid
rifle,98.94103134093633,91.37272973856196,47,acid
bomb,32.86175919477267,75.76967676486363,78,fire
rifle,99.42519645400047,44.766062690045636,260,poison
rifle,21.827115016966523,27.05526160884847,304,acid
bomb,22.20881216775502,34.888112807482194,179,poison
bomb,60.99859344027778,25.46305935312536,50,thunder
magic,91.28873262351642,44.91820517734957,144,acid
arrow,29.48016453688711,24.726181430773366,206,thunder
rifle,23.386980103652554,9.77759462228015,190,acid
arrow,86.35956719989525,27.568722202966622,69,fire
arrow,62.74305599031599,65.08504662874745,151,cold
bomb,1.9264748125932263,6.684936785094386,27,lightning
magic,27.503559969944224,4.44133886007344,176,lightning
magic,75.18770916746173,17.978747335550338,171,cold
arrow,65.95033739853187,63.799341588878356,0,poison
bomb,53.86514718813973,21.20621616202094,346,cold
magic,74.14310819220574,24.333152526498512,231,cold
rifle,50.686148709621335,23.998375720393426,1,lightning
bomb,1.8607202886489427,45.659754072087935,112,thunder
magic,56.95749317598911,3.729072838339764,300,poison
arrow,26.124510881746865,93.9885089446959,332,thunder
arrow,15.490508641696932,31.036148288544684,162,poison
rifle,29.25233447049176,46.50240296778138,211,acid
magic,11.966943940406583,45.836888321441435,324,thunder
rifle,89.74094644768948,25.727471168630125,218,lightning
magic,47.09499970265435,35.64006166094772,254,thunder
magic,4.956542327234681,67.19447501388763,227,acid
arrow,42.93990474930758,28.62151337891564,309,acid
magic,44.92785276182936,1.4775894717890647,128,acid
arrow,95.13777172870076,88.24642764747492,341,acid
arrow,3.0948083680479965,50.88954785248132,172,lightning
bomb,74.07744468130765,61.80138733599362,224,lightning
rifle,18.68228556377185,87.8716887555091,1,poison
bomb,69.2415356163155,12.715758665835597,11,cold
arrow,27.5212308161475,53.07803111012851,193,lightning
magic,41.92840156955735,98.81215356927268,4,poison
bomb,52.92963279189974,34.10770342428241,278,lightning
bomb,12.336014297705011,25.00332540886402,89,poison
bomb,58.32371929135011,17.793804610151177,31,poison
arrow,82.60126969003635,55.30216670706286,289,thunder
arrow,19.866136331864936,24.10382355063816,172,lightning
bomb,23.19060380322445,98.9423664483685,276,thunder
bomb,73.95608317811994,42.431208511623964,191,cold
arrow,80.37252106664182,44.55023946206541,163,fire
rifle,31.96100185522016,50.82761379492066,40,lightning
magic,59.21213687606465,0.007260843835099617,347,acid
magic,85.92598947466062,15.048056135642074,162,thunder
arrow,80.29717560978365,43.28698581573559,164,acid
magic,96.59929393828243,74.26052101102019,253,poison
arrow,1.4559083313899102,47.49382716758227,219,lightning
magic,82.81301639763387,17.892424647191042,151,fire
bomb,41.127262906450845,14.81747049055182,177,acid
rifle,61.74683808474184,42.97658187613636,2,fire
bomb,48.7055286037971,11.348811970944993,121,lightning
bomb,18.262918430392805,52.37619118169049,340,fire
magic,32.67906146647477,3.193996966548529,93,fire
arrow,14.473063498288042,25.967901170800445,253,cold
magic,25.99229379202046,39.79688662629724,172,poison
rifle,81.34398401764355,63.24287604905597,119,poison
rifle,43.703296442961324,76.05819818707408,180,poison
bomb,43.19054457045111,60.70376492005014,157,acid
arrow,94.97342701918137,43.08274745977552,259,thunder
bomb,34.240143102716594,87.83339780617283,121,fire
rifle,55.781248872578146,24.68964142329374,79,thunder
arrow,24.131442155815197,12.463775570704684,252,acid
rifle,77.37441233882278,29.112054381438803,256,fire
arrow,49.93041227586,73.42959692686698,338,poison
rifle,83.50163916028026,38.54388445355291,285,thunder
bomb,65.927372909317,15.801701832531133,107,fire
rifle,85.94597454321372,44.79455161264898,219,acid
arrow,83.75124480612023,67.00702017314993,108,poison
rifle,80.52861010606163,82.49564866460172,110,thunder
bomb,63.80733940558297,82.09129507937183,302,fire
arrow,1.747104105770525,48.028675727227444,327,acid
bomb,26.464809544344202,39.674254011354435,171,cold
magic,90.47600811725685,42.954419607806074,53,lightning
rifle,84.35109189410247,59.42831174364589,184,lightning
arrow,17.54728251770158,68.70822222184539,61,lightning
rifle,71.78994488102732,25.730560619364397,216,lightning
arrow,20.886373463242325,39.548641095467,119,acid
rifle,75.27255625047393,81.85562755488863,39,lightning
magic,41.51769368986966,3.837305878715336,245,cold
bomb,31.77700856700464,67.10491438460909,262,cold
bomb,58.05816609797135,36.45795897492605,266,acid
rifle,81.92107946314079,63.202784433616934,40,acid
bomb,19.13359509807616,39.92965745425272,68,thunder
rifle,77.28325512098962,42.75341993232878,51,acid
arrow,86.18282528101916,7.420616198775287,68,poison
arrow,21.12246187979516,53.70368925702561,33,lightning
rifle,49.59579495498156,7.914454673541682,277,fire
rifle,64.9183213804,34.212523656955916,201,poison
arrow,81.48510976158673,32.64175651838922,145,cold
magic,33.81759658517417,60.03808465107981,340,fire
arrow,49.73062184003517,7.164242627762163,241,thunder
arrow,13.57279205016474,75.12498034961018,339,lightning
bomb,80.44056830971164,28.00079069465037,211,lightning
rifle,34.79740773555014,84.35512345050505,192,fire
arrow,10.658372462620136,41.125019634986614,336,lightning
magic,89.1535627377975,18.64665340727205,170,poison
rifle,4.131485791532197,83.88375847060225,192,poison
rifle,81.02208937115466,20.637419821331594,68,lightning
bomb,50.33520435960334,23.393184507530506,138,fire
rifle,87.51848365426802,25.375931246383875,176,poison
arrow,28.366001133932215,46.081907845589086,119,fire
magic,5.976437271448576,92.4557562376596,4,cold
rifle,8.316150619218842,96.29859532367512,308,cold
rifle,32.38225394204317,53.789303692163145,184,acid
rifle,74.38852070660931,10.431145357534232,228,acid
bomb,11.598904906338237,2.0291191966707256,333,poison
magic,46.89464155870038,73.36030619825887,226,lightning
bomb,91.87934397019299,81.04777005498808,277,fire
bomb,33.72967976731864,5.115386640003628,241,fire
arrow,22.482457654443323,44.5124477916823,99,cold
bomb,31.911285847718286,21.466263280334296,182,acid
rifle,29.281022992247273,6.871516875617411,335,fire
magic,22.696332328161994,22.70325450682027,310,poison
rifle,79.84820569578163,62.64459570947657,256,thunder
arrow,74.27834077750562,91.9642467299537,248,cold
rifle,89.55108715757596,48.734477236495366,195,cold
magic,83.2388075384286,28.888631147632303,146,poison
magic,53.833775272407635,31.823099145421097,45,lightning
magic,70.56081276678961,68.31123861436367,87,poison
magic,58.87772647158768,93.223294708864,145,lightning
bomb,5.645064021671519,9.81891567644302,237,cold
bomb,19.69378935847854,12.645004660837756,4,cold
rifle,25.65052313385402,41.6473856818795,8,acid
arrow,93.59674376176478,15.972492862223497,329,fire
magic,72.16229148715131,71.85365085011625,47,acid
bomb,42.5274444051298,24.876916379636537,53,poison
rifle,37.780258884640126,65.52544472790069,64,thunder
arrow,72.20114392489404,8.067422608212594,142,thunder
bomb,53.244082727516684,88.96463540200709,241,thunder
bomb,41.7739899811088,49.22560066015692,259,poison
rifle,55.1051732979586,21.587329717499927,63,lightning
bomb,77.60657658123775,69.611665308681,221,fire
magic,12.008403073846697,40.02035107948306,345,fire
arrow,72.20486680690212,24.6201337637431,272,poison
bomb,17.627865780070064,71.61880126437273,159,lightning
magic,66.51512800919961,15.243949976521687,85,thunder
magic,30.1002570512125,77.29614033129636,66,cold
magic,25.747124417561405,16.32655885519356,344,lightning
rifle,42.07044108596713,43.71202595154252,60,thunder
arrow,18.382716577254122,83.61050294162912,219,thunder
rifle,76.45361279718212,40.11984202556601,92,fire
arrow,62.98746293258232,15.091019781483507,5,cold
arrow,2.2558075396804877,84.90340934340995,6,cold
magic,31.482157288918287,13.892988413456852,102,poison
magic,22.58498245167764,42.17664696983092,170,thunder
magic,91.24622913279332,19.185235538806356,290,cold
magic,47.65859952858218,26.616971959907374,68,acid
arrow,71.53591531954939,64.63595309967697,168,thunder
magic,4.863026266971282,74.83387241842094,103,cold
rifle,63.189644112307974,29.879246492561506,265,fire
bomb,9.922779237106806,4.670347109295003,7,acid
bomb,99.24006123873839,27.230345068392115,105,poison
magic,40.96149602414839,41.95161946246674,36,cold
magic,33.13729690549951,96.91924454637663,199,fire
rifle,56.67136571542415,55.134043277678494,52,cold
arrow,73.88918471010537,91.98927263575743,287,poison
bomb,32.840951237776615,58.275064543883694,244,thunder
rifle,19.803408148114666,95.61355870802448,166,poison
rifle,40.74293469266627,31.40890704675361,288,cold
magic,33.42727512409911,80.55788089172758,159,lightning
bomb,91.91875699577155,39.03626235368327,78,acid
bomb,8.639471539811005,19.48532973084639,283,poison
bomb,75.92215349930271,59.934893135780875,318,cold
rifle,55.66025518370266,22.355601353672483,204,acid
rifle,61.12425980002566,92.83440852564487,308,acid
arrow,27.306468108205873,34.41270658306724,79,thunder
magic,48.64851961413314,35.729635833036376,147,poison
magic,68.9694561362708,99.31538887603611,26,cold
magic,47.110385840223714,46.34344952958892,257,lightning
magic,96.24359970067745,58.664568662739036,272,poison
rifle,61.838455338886114,53.6184127896556,208,cold
magic,41.5928111573043,92.64382300096756,333,cold
arrow,5.590771178033238,87.64845059327943,325,lightning
rifle,90.37725074134497,58.34042844237411,119,lightning
arrow,67.71219060866748,18.3822251132736,3,poison
arrow,5.746443223006825,14.013391405795028,201,thunder
arrow,83.544099617868,83.02643971454064,148,cold
rifle,63.20948753132646,75.31091601804604,249,cold
arrow,51.943410617088645,6.726320062844526,241,cold
bomb,29.238880411529088,51.23164774469559,11,fire
rifle,26.153077955070724,42.726740548319384,259,poison
rifle,79.37999259674197,36.420233036674674,344,thunder
rifle,41.26751134695594,53.37060439299177,20,acid
rifle,33.50796750327994,15.093892290850807,210,acid
arrow,52.8665817494694,14.018285391731434,335,thunder
rifle,37.91208085794317,31.081316993864007,98,lightning
arrow,35.716776896660605,84.41245729635939,84,thunder
rifle,22.9468687210737,25.068317340740652,17,fire
rifle,93.92583263388472,68.87560130467469,226,cold
magic,56.17922074529997,52.34114958382068,70,fire
rifle,16.63267260204594,1.7512852655241495,106,acid
arrow,19.756475934992878,98.62127318136102,46,acid
bomb,77.7823944998937,8.151255880527708,55,acid
magic,75.54039161019858,92.97095573739776,234,acid
magic,6.34557035539417,94.37239477928817,302,poison
magic,44.111585447235136,34.73535629950229,110,poison
rifle,1.1181000623377013,18.09808756922875,76,thunder
bomb,63.932555357161334,73.10367066975276,292,thunder
rifle,33.64894907310758,9.778459895503088,104,cold
magic,91.84823005908497,68.89802051706945,291,poison
arrow,26.96116374017351,71.87077574278725,20,acid
arrow,13.617266867664746,30.090579383182103,82,lightning
bomb,89.5072588281203,39.03035222321759,144,fire
bomb,62.52918592346464,0.7683458599456627,124,cold
rifle,20.79105779655498,77.5746698150729,237,acid
rifle,20.350489862816268,70.26202309700878,172,thunder
magic,76.97509144318413,32.559403220898886,143,fire
magic,30.433604092068332,27.735054787833736,226,acid
rifle,98.65933745762229,59.06792061380861,338,poison
bomb,53.29090301594094,23.771485825319992,236,acid
rifle,94.60384461164266,94.43070680837499,268,acid
arrow,31.89030549391304,29.000735603437466,63,lightning
arrow,1.165145704281223,11.384445058767756,331,thunder
arrow,8.017778836323618,0.005766018660291472,305,fire
rifle,11.569290825856893,2.0285175397973254,271,cold
magic,35.67332788443479,63.97083455535295,140,fire
arrow,87.72067120020888,69.72438162843524,319,cold
arrow,62.41429063510143,50.99022284391853,333,cold
arrow,7.2442526468068476,50.80099193247778,189,fire
rifle,23.148541238574584,98.01028202886721,342,fire
rifle,29.087660755514687,53.88814850660414,99,lightning
bomb,11.847411369568551,61.38795033768355,48,fire
arrow,47.894254486028956,34.54470964530457,26,fire
arrow,92.68158392315435,5.124695306624593,186,cold
arrow,26.811118495257148,2.073037747871942,339,acid
bomb,91.8784522446368,12.87246817524984,216,thunder
rifle,14.756365164469276,12.319599868509613,93,poison
rifle,75.43121059560357,82.44433786269123,96,acid
magic,1.7413845106659331,65.56588598373678,85,fire
arrow,3.115552318680115,58.49140107141962,48,acid
rifle,92.8554113830655,13.504250130289197,39,cold
arrow,99.01746569127044,25.735639399607802,2,cold
bomb,87.52273549025647,67.48470000614735,15,thunder
bomb,55.05425780333235,52.09632342408229,146,lightning
rifle,26.99397478370814,42.07093857707992,43,poison
magic,40.41355581829238,52.557152149257426,201,lightning
magic,11.963709081069752,11.859540371900557,66,cold
arrow,70.9558563113983,81.91516707109152,85,fire
rifle,67.6467606286068,86.32764722712307,248,poison
arrow,38.47259918549844,63.00486316023664,304,cold
bomb,4.919825238729592,16.797789483386428,237,lightning
bomb,23.278735579152286,68.8419228019646,166,lightning
magic,79.80426494718773,50.554413965728905,285,lightning
bomb,30.855097837641488,29.914725876684333,243,acid
bomb,24.588123140713215,12.65302917451564,176,lightning
magic,53.19043694927311,12.52205135307639,212,lightning
magic,17.8919411932684,21.542156898762865,13,fire
arrow,10.158055159128498,1.7202608916498718,190,acid
bomb,52.43034535349136,37.21906339641532,155,acid
bomb,25.104014655192486,47.77881017488519,48,thunder
magic,69.5807990286445,73.63835072404324,199,thunder
bomb,20.492903777582182,35.918507882616744,279,cold
bomb,76.53776140205844,34.38107134174704,195,lightning
rifle,14.195083906563543,47.20833557954624,150,poison
bomb,12.052141045382637,35.84224572096264,196,cold
magic,1.9730575336559752,50.65121326483876,279,acid
bomb,66.54441849081509,0.7745882451822172,134,poison
bomb,75.0764801369717,27.516865049745356,163,fire
rifle,35.09534947349574,37.58789815437598,161,lightning
rifle,81.02701481238249,6.04321830934783,179,acid
magic,31.621458413072713,59.7687084407964,331,thunder
magic,23.104312397101623,33.72608106650159,54,acid
bomb,75.14600443380891,3.5173290247838884,262,acid
rifle,15.570073064542045,0.5444241345390011,57,thunder
arrow,69.36004456165254,20.263742709687136,80,fire
arrow,31.356260649837907,40.89454500007685,21,thunder
magic,94.30830581720997,40.334950293225305,329,fire
rifle,9.854880955858182,90.90559437401116,200,thunder
rifle,5.436410780013102,37.326354320535906,151,acid
rifle,60.72620792943562,36.150769311109364,12,fire
arrow,4.026622238474465,67.30632701131366,190,cold
bomb,46.43408733313461,39.54776315606843,182,acid
rifle,41.11430625173638,93.93494939394037,111,poison
bomb,8.846483701025253,68.1852023546481,151,acid
bomb,98.37634891840803,11.576722210772793,329,cold
bomb,51.95972622016751,70.33529630599912,196,lightning
bomb,55.69193065707915,73.41522561484366,182,acid
arrow,34.0338636250584,54.17474394994595,176,lightning
magic,30.255102629643503,11.262652414391383,175,acid
arrow,72.80851340876596,98.75984141594444,286,thunder
magic,40.57077419643276,38.162819984785436,313,fire
rifle,22.475097224217123,46.53154903086796,73,cold
arrow,65.77378985620851,55.51868807292459,67,fire
rifle,71.39411117340055,14.830770561548224,312,cold
bomb,23.221642438118117,75.97393745443145,53,cold
magic,87.61556836285533,43.614117934018395,310,cold
bomb,94.25340035818319,85.98377551790607,241,cold
rifle,78.33609204155444,33.924006267526075,92,acid
bomb,93.8804466373788,55.36736566510315,49,lightning
magic,23.90669117927696,16.30318100732897,184,acid
magic,20.910024967602347,54.000337849496795,327,cold
arrow,65.57480102989149,44.92016546235895,145,thunder
magic,69.67684725746207,45.53584486610627,124,cold
rifle,96.5253994805391,20.312577647190388,300,fire
magic,72.76885689476728,87.12096452596148,3,lightning
bomb,45.99466152788826,70.37979141583341,61,thunder
magic,93.83677021444046,55.08709806795543,268,thunder
rifle,65.54164497147958,51.10237195004865,132,fire
magic,66.48295686475467,47.14790751291894,325,fire
magic,21.972174823288317,41.079587100524094,188,fire
bomb,46.953316179150065,42.66742706758918,4,fire
rifle,28.765902436679212,81.65443997549137,241,fire
rifle,25.42505483023767,50.985368096925185,116,cold
bomb,27.361219621215525,77.88577116422452,14,fire
rifle,18.783166745722436,84.07276660743055,82,poison
bomb,43.74176370200673,29.05941451790788,72,poison
bomb,52.25447654265447,61.87078545557462,62,poison
bomb,77.49450274501257,28.652298216519256,80,lightning
bomb,37.75217234131253,38.676857383057516,295,acid
arrow,97.65097590566106,9.741384716997159,155,cold
rifle,62.911322258190005,32.418840381703816,312,cold
arrow,74.28862145939644,76.58623472807732,330,poison
bomb,32.9372101603575,82.90742817189785,86,lightning
magic,34.92652155523537,33.293749566542274,289,acid
magic,91.3504711957827,92.94563250484252,231,fire
magic,19.363883186803587,16.693253165596666,2,fire
magic,54.97722847152623,69.57207716863272,64,cold
arrow,99.85878448861466,92.23254501967851,27,acid
arrow,35.736914042191415,64.36151130535512,230,thunder
rifle,27.635814422345263,87.8801678795557,220,thunder
arrow,34.570913840314596,8.870992735702432,2,acid
bomb,97.43583779706385,34.80365965165964,225,acid
magic,88.83181415396174,82.04916595936557,16,fire
arrow,83.56486736331587,63.16569720699986,295,poison
rifle,95.20548372932805,7.521174998109781,31,fire
arrow,79.17269417407414,15.88331520245373,303,thunder
rifle,87.3956542525699,61.23945303485841,189,poison
bomb,76.53990361041357,72.86962887112804,116,thunder
rifle,64.1820733740395,17.233043945538316,272,thunder
arrow,49.1323844771741,46.08802213012252,292,cold
bomb,47.70010604029512,78.17240931347676,61,lightning
rifle,60.560974209575114,25.1043805360736,65,poison
rifle,79.07521767890722,40.57688114660832,326,cold
bomb,48.99090039569876,94.84526429784434,258,poison
magic,84.56744117661728,46.901312022398486,99,poison
bomb,99.15454858541905,18.597761105584244,264,poison
bomb,36.0971799683721,41.032638774209595,150,fire
rifle,46.65091123329754,61.335987771307565,305,lightning
arrow,65.79820121718267,67.66124384497505,168,thunder
arrow,46.87778201413685,66.50748695397084,63,lightning
magic,55.17537822671198,40.67684336358689,289,acid
magic,28.37675496369534,94.09477283995936,311,cold
magic,97.69362041698247,24.88443535691569,4,thunder
magic,67.69819404333212,75.9783188411033,173,acid
rifle,50.40016040769597,39.99849761574187,292,thunder
arrow,77.70638973350708,22.859088318205124,30,fire
rifle,90.9384149945739,60.21436861584919,221,acid
arrow,37.27399753229158,99.70378253102076,82,acid
rifle,16.18383841815223,55.61872190902704,260,lightning
magic,71.14848783927536,24.52066309034636,21,lightning
arrow,34.35965006476559,62.80911034142195,5,acid
bomb,25.272989677129367,74.87572629561163,29,acid
arrow,15.742123695018861,8.78944440471473,305,poison
bomb,47.729667288121625,46.35779396084904,231,lightning
magic,19.95158474989499,15.406354045532755,224,lightning
arrow,93.97623790681371,12.66136440806791,300,poison
bomb,33.25087016044333,49.58529075286625,259,lightning
magic,57.17505058172245,41.933370933385206,316,fire
arrow,99.11999899005028,71.27309631093748,100,thunder
rifle,32.77931976451488,65.10628808742416,345,cold
bomb,67.33795624535114,23.370959436599325,303,acid
rifle,43.43290882412251,18.770815805984608,293,thunder
bomb,40.48148696424027,75.42126005865585,3,cold
bomb,36.13556774689075,72.12315293347457,8,poison
magic,74.63857029315713,98.30092469555119,264,lightning
magic,40.49742072244297,65.45704253438933,335,fire
magic,81.18969623308712,78.6341076941457,123,fire
arrow,55.02965110855988,60.2116204830933,273,lightning
magic,80.20187614435885,7.377041624124969,192,poison
rifle,92.53644102489538,46.62059105830434,154,thunder
arrow,3.6970475035620343,75.41071349356417,202,acid
rifle,24.94002789679137,28.14760032261737,300,thunder
magic,49.59289428258644,85.59077523099408,152,acid
bomb,33.9020211483534,13.183439170625643,343,thunder
magic,72.8867796163112,96.14951039089019,324,thunder
rifle,53.584591155259574,81.03763508410175,320,thunder
bomb,14.4978386885094,79.66173977918264,349,thunder
arrow,55.17579733612291,80.30705595415296,247,cold
bomb,6.4270179759426505,51.05484151090961,9,lightning
magic,25.83547759015351,22.5083700562708,66,cold
bomb,51.215062235322776,69.54983032411224,246,cold
bomb,48.94508169943305,92.77197188716775,99,poison
bomb,46.06737424789108,22.451780451058557,135,thunder
rifle,86.69822924548596,92.67279025408071,62,thunder
rifle,69.49025197822994,98.63709297933131,272,poison
bomb,55.1084319945612,53.631656347716515,226,fire
magic,5.271953782068861,76.99981232060436,319,thunder
rifle,46.85376752059803,11.138459081736373,309,cold
magic,16.618850360004167,62.14088492375779,290,acid
bomb,95.07385595626506,4.366110546838986,175,lightning
bomb,48.99757153533086,65.25025381781437,123,cold
arrow,4.082032653013579,8.902007854595062,143,thunder
arrow,59.843122597487245,59.25573137095069,334,thunder
arrow,66.35767687570815,28.81368736785548,321,thunder
rifle,45.325928464996366,57.77449450858907,215,poison
bomb,33.926978400454054,79.35026263186337,128,cold
rifle,14.559360417962818,54.19622531608653,262,fire
bomb,31.546046159155527,71.03562321496526,150,acid
bomb,32.73545613940478,49.98488283502211,26,cold
arrow,72.26564565581592,14.730110771068915,300,lightning
arrow,88.00289151641219,51.77272425705731,169,poison
